service_request_id,date_received,ward,service_type,status,response_days
SR-100743,2023-12-22,3,Trash Collection,Open,7
SR-101451,2023-03-11,5,Streetlight Out,Closed,7
SR-102800,2023-05-08,7,Rodent Inspection,Open,8
SR-101049,2023-06-08,4,Illegal Dumping,closed,23
SR-100128,2023-09-23,1,Pothole,Open,21
SR-100391,2023-02-08,2,Noise Complaint,Open,4
SR-100004,2023-10-06,1,POTHOLE,In Progress,8
SR-102012,2023-10-15,6,Noise Complaint,closed,16
SR-102440,2023-01-01,7,Trash Collection,Closed,6
SR-102192,,6,Trash Collection,Resolved,19
SR-100262,2023-06-15,2,Trash Collection,Closed,11
SR-100458,2023-11-18,2,Trash Collection,Open,28
SR-100621,2023-06-26,3,Trash Collection,In Progress,24
SR-102159,2023-10-27,6,Trash Collection,closed,19
SR-101593,2023-02-03,5,Illegal Dumping,closed,12
SR-102813,2023-05-17,,Rodent Inspection,Closed,7
SR-102972,2023-05-15,7,Trash Collection,Open,25
SR-102810,2023-10-20,7,Noise Complaint,closed,9
SR-100207,2023-11-10,,Trash Collection,Resolved,18
SR-100849,2023-11-01,3,Illegal Dumping,Resolved,11
SR-102293,2023-03-12,6,Streetlight Out,Open,25
SR-103188,2023-11-23,8,Rodent Inspection,Resolved,747
SR-100582,2023-08-23,3,pothole,Resolved,23
SR-100908,2023-05-19,4,Noise Complaint,closed,4
SR-102923,2023-09-14,7,Rodent Inspection,closed,24
SR-101327,2023-03-21,5,Illegal Dumping,In Progress,20
SR-101853,2023-12-18,6,Illegal Dumping,In Progress,9
SR-102184,2023-12-27,6,pothole,In Progress,6
SR-100879,2023-07-05,3,Illegal Dumping,Open,2
SR-101157,2023-10-10,4,Noise Complaint,closed,28
SR-101907,2023-12-19,6,Rodent Inspection,Closed,4
SR-100290,2023-02-10,2,Streetlight Out,Closed,23
SR-100823,2023-01-23,3,Noise Complaint,Closed,28
SR-100848,2023-12-15,3,Streetlight Out,closed,11
SR-100733,2023-03-21,3,Illegal Dumping,Closed,9
SR-103080,2023-08-27,7,Rodent Inspection,closed,1
SR-102420,2023-04-22,7,Noise Complaint,In Progress,799
SR-102299,N/A,6,Illegal Dumping,In Progress,9
SR-100885,2023-04-23,3,Illegal Dumping,Resolved,4
SR-100828,2023-04-07,3,Streetlight Out,Open,2
SR-101254,2023-09-11,4,Trash Collection,Open,10
SR-103009,2023-10-23,7,Illegal Dumping,In Progress,19
SR-100201,2023-04-02,2,pothole,Closed,14
SR-102806,2023-02-27,7,Pothole,Open,20
SR-100886,2023-08-10,3,Illegal Dumping,closed,8
SR-100651,N/A,3,Trash Collection,In Progress,14
SR-100028,2023-02-22,1,Rodent Inspection,Resolved,4
SR-102083,2023-10-15,6,Streetlight Out,Closed,25
SR-101516,2023-12-02,5,Rodent Inspection,Resolved,15
SR-102511,2023-08-05,7,pothole,Resolved,22
SR-100967,2023-05-14,4,pothole,closed,20
SR-102965,2023-04-24,7,pothole,closed,4
SR-102188,2023-07-28,6,Noise Complaint,Closed,10
SR-101695,2023-10-24,5,Pothole,Open,14
SR-103416,2023-07-17,8,Pothole,Open,14
SR-102376,2023-01-19,6,Trash Collection,closed,18
SR-100412,2023-07-14,2,Streetlight Out,Closed,19
SR-102319,2023-12-26,6,Illegal Dumping,In Progress,16
SR-101043,2023-12-22,4,Illegal Dumping,Closed,7
SR-102840,2023-04-10,7,Trash Collection,closed,10
SR-103183,2023-02-25,8,Noise Complaint,closed,13
SR-103175,2023-04-13,8,Noise Complaint,In Progress,23
SR-101325,2023-10-16,5,Pothole,Resolved,26
SR-102364,2023-05-01,6,pothole,closed,10
SR-100081,2023-02-24,1,Trash Collection,Open,3
SR-101184,2023-09-26,4,Trash Collection,In Progress,25
SR-101006,2023-10-19,4,Pothole,In Progress,26
SR-100727,2023-04-28,3,Rodent Inspection,Open,6
SR-102312,2023-02-10,6,Streetlight Out,In Progress,2
SR-100101,2023-07-13,1,Noise Complaint,Closed,30
SR-100241,2023-03-24,2,POTHOLE,In Progress,21
SR-101679,N/A,5,Noise Complaint,Open,2
SR-102823,2023-03-20,7,Streetlight Out,Open,12
SR-101353,2023-01-14,5,pothole,Open,21
SR-100853,2023-03-23,3,Pothole,Closed,9
SR-102958,2023-07-13,7,pothole,Closed,7
SR-103186,2023-12-17,8,Noise Complaint,Resolved,18
SR-100379,2023-08-27,2,Streetlight Out,Closed,23
SR-101463,2023-08-27,5,Pothole,Open,8
SR-103227,2023-12-01,8,Illegal Dumping,In Progress,1
SR-102645,,7,Trash Collection,In Progress,15
SR-102967,,7,Noise Complaint,Closed,30
SR-100022,2023-07-21,1,Rodent Inspection,Closed,3
SR-101205,2023-02-01,4,Streetlight Out,Resolved,20
SR-101117,2023-05-09,4,Trash Collection,Closed,18
SR-100671,2023-08-03,3,Rodent Inspection,Resolved,3
SR-100610,2023-10-09,3,POTHOLE,In Progress,19
SR-102756,2023-04-27,7,pothole,Resolved,19
SR-100356,2023-08-28,2,Streetlight Out,closed,7
SR-101016,2023-09-27,4,Pothole,closed,18
SR-100218,2023-07-26,2,Noise Complaint,Closed,11
SR-101094,2023-09-25,4,Trash Collection,Resolved,15
SR-102620,2023-12-13,7,pothole,Open,19
SR-102461,2023-09-14,7,Illegal Dumping,Open,28
SR-100671,2023-08-03,3,Rodent Inspection,Resolved,3
SR-100179,2023-08-24,1,Trash Collection,In Progress,4
SR-101609,2023-06-26,5,POTHOLE,Open,12
SR-100779,2023-10-23,3,pothole,Closed,17
SR-100071,2023-04-25,1,Rodent Inspection,Open,18
SR-102103,2023-09-14,6,POTHOLE,closed,16
SR-101068,2023-07-09,4,POTHOLE,In Progress,13
SR-100793,2023-03-09,3,Trash Collection,Closed,5
SR-102890,2023-11-24,7,pothole,Open,26
SR-102493,2023-03-21,7,pothole,Resolved,3
SR-102604,2023-10-24,7,Trash Collection,Resolved,16
SR-100341,2023-03-02,2,POTHOLE,In Progress,15
SR-101990,2023-12-25,6,Streetlight Out,Open,12
SR-100695,2023-11-24,3,Noise Complaint,Resolved,1
SR-100361,2023-03-24,2,POTHOLE,Closed,28
SR-100492,2023-12-11,3,Illegal Dumping,Open,20
SR-101960,2023-07-02,6,Pothole,closed,6
SR-102675,2023-08-16,7,Trash Collection,Closed,26
SR-101018,2023-10-22,4,Trash Collection,Closed,1
SR-102073,2023-11-13,6,POTHOLE,closed,18
SR-101377,2023-03-25,5,Illegal Dumping,Resolved,18
SR-100091,2023-08-03,1,Rodent Inspection,closed,21
SR-103035,2023-11-23,7,pothole,Open,6
SR-100952,2023-07-07,4,Streetlight Out,In Progress,14
SR-100269,2023-08-02,2,POTHOLE,In Progress,668
SR-101678,2023-01-15,5,pothole,In Progress,9
SR-103325,2023-04-24,8,Streetlight Out,Resolved,6
SR-103250,2023-03-23,8,Pothole,Open,16
SR-101493,2023-06-01,5,Illegal Dumping,closed,30
SR-102529,2023-09-24,7,Noise Complaint,closed,2
SR-102390,2023-12-18,6,Streetlight Out,In Progress,9
SR-102275,2023-10-12,6,Illegal Dumping,Closed,10
SR-102968,2023-08-19,7,Rodent Inspection,Resolved,10
SR-102341,2023-05-05,6,Streetlight Out,In Progress,30
SR-100679,2023-11-07,3,Noise Complaint,Closed,22
SR-100693,2023-02-06,3,Streetlight Out,Closed,20
SR-101120,2023-12-22,4,Rodent Inspection,Open,17
SR-102396,2023-01-07,6,Trash Collection,closed,28
SR-101207,2023-12-16,4,Pothole,closed,2
SR-102959,2023-12-21,,POTHOLE,Open,13
SR-103305,2023-06-15,8,Illegal Dumping,Closed,606
SR-102185,2023-04-20,6,pothole,In Progress,15
SR-101478,2023-12-08,5,Rodent Inspection,closed,12
SR-102512,2023-12-23,7,POTHOLE,closed,10
SR-102763,2023-11-07,7,pothole,Open,7
SR-103198,2023-03-18,8,Illegal Dumping,closed,17
SR-102306,2023-07-14,6,Pothole,closed,2
SR-101982,2023-03-06,6,Streetlight Out,Closed,29
SR-102378,2023-04-25,6,Rodent Inspection,closed,22
SR-101529,2023-04-05,5,Trash Collection,Resolved,21
SR-100773,2023-01-27,3,POTHOLE,Resolved,26
SR-101544,2023-08-20,5,Pothole,closed,1
SR-101767,2023-05-05,6,Illegal Dumping,closed,28
SR-101235,2023-04-15,4,POTHOLE,Closed,21
SR-101334,2023-09-21,5,Noise Complaint,In Progress,10
SR-102712,2023-06-22,7,Noise Complaint,Resolved,1
SR-100219,2023-11-21,2,Trash Collection,Open,13
SR-103088,,7,Streetlight Out,In Progress,25
SR-103031,2023-01-12,7,Noise Complaint,Open,7
SR-102914,2023-08-03,7,Rodent Inspection,In Progress,7
SR-100348,2023-01-12,2,Streetlight Out,Resolved,29
SR-102338,2023-04-01,6,pothole,closed,20
SR-100784,2023-06-01,3,Rodent Inspection,closed,13
SR-102388,2023-01-13,6,Noise Complaint,Closed,26
SR-103050,2023-05-24,7,pothole,In Progress,17
SR-100723,0000-00-00,3,Illegal Dumping,Closed,3
SR-102471,2023-08-01,7,pothole,Closed,605
SR-101588,,5,Streetlight Out,Resolved,29
SR-101974,2023-04-17,6,Streetlight Out,closed,26
SR-101864,2023-07-16,6,pothole,closed,18
SR-102348,2023-10-09,6,Illegal Dumping,Closed,17
SR-102683,2023-06-11,7,Trash Collection,Closed,12
SR-102647,2023-09-11,7,Rodent Inspection,Closed,17
SR-101166,2023-04-11,4,Illegal Dumping,Open,7
SR-102151,2023-08-08,6,Trash Collection,Resolved,13
SR-103070,2023-12-21,7,pothole,Open,13
SR-102297,,6,Illegal Dumping,closed,12
SR-100482,2023-08-07,3,Illegal Dumping,Closed,2
SR-102077,2023-05-08,6,Noise Complaint,Open,1
SR-101803,2023-06-09,6,Noise Complaint,Closed,26
SR-101260,2023-06-11,,Trash Collection,Open,25
SR-101100,2023-05-19,4,Trash Collection,Closed,19
SR-101866,2023-05-07,6,Illegal Dumping,Open,15
SR-100078,2023-03-05,1,Rodent Inspection,Resolved,1
SR-100305,,2,pothole,Closed,11
SR-100066,2023-01-15,1,Trash Collection,Closed,9
SR-101935,2023-10-02,6,Noise Complaint,In Progress,10
SR-101501,2023-08-27,5,Streetlight Out,Resolved,20
SR-100367,2023-05-20,2,Rodent Inspection,Closed,4
SR-102908,2023-02-03,7,pothole,Closed,16
SR-102700,2023-09-25,7,pothole,In Progress,25
SR-102989,2023-04-11,7,Rodent Inspection,Open,13
SR-100775,2023-04-01,3,Rodent Inspection,Resolved,21
SR-102237,2023-01-08,6,pothole,closed,11
SR-101379,2023-04-23,5,Rodent Inspection,Resolved,1
SR-101234,2023-08-24,4,Pothole,Open,7
SR-101055,2023-12-28,4,Illegal Dumping,Closed,13
SR-101252,0000-00-00,4,Illegal Dumping,Resolved,24
SR-101650,2023-11-16,5,pothole,closed,6
SR-100580,2023-02-03,3,POTHOLE,Open,9
SR-101486,2023-12-06,5,Rodent Inspection,Closed,18
SR-100500,2023-01-12,,pothole,Closed,25
SR-102534,2023-06-03,7,Streetlight Out,Closed,5
SR-101758,2023-09-15,5,Pothole,Resolved,6
SR-101580,2023-03-08,5,pothole,In Progress,5
SR-100316,2023-07-04,2,Illegal Dumping,closed,10
SR-100107,2023-07-17,1,Trash Collection,Closed,20
SR-101457,2023-02-18,5,Streetlight Out,closed,20
SR-101306,2023-02-16,5,pothole,Open,19
SR-101734,2023-07-21,5,POTHOLE,Resolved,509
SR-100443,2023-04-04,2,Trash Collection,Closed,19
SR-102568,2023-12-21,7,Illegal Dumping,Resolved,23
SR-102030,2023-01-23,6,Streetlight Out,In Progress,18
SR-103223,2023-03-16,,Streetlight Out,Open,6
SR-101023,0000-00-00,4,Illegal Dumping,Open,17
SR-101598,2023-05-18,5,Rodent Inspection,In Progress,29
SR-100619,2023-06-17,3,Pothole,Resolved,15
SR-102490,2023-07-21,7,Streetlight Out,Closed,10
SR-102070,2023-11-27,6,Rodent Inspection,closed,10
SR-100963,2023-12-09,4,Streetlight Out,Open,2
SR-100285,2023-05-13,2,Streetlight Out,Closed,21
SR-102280,2023-09-17,6,POTHOLE,closed,25
SR-100276,2023-02-22,2,Illegal Dumping,Open,6
SR-102569,2023-09-22,7,Illegal Dumping,In Progress,343
SR-101531,0000-00-00,5,Streetlight Out,Open,6
SR-101611,2023-04-12,5,pothole,Open,28
SR-103331,2023-11-01,8,POTHOLE,In Progress,22
SR-103406,2023-02-05,8,Noise Complaint,In Progress,11
SR-102760,2023-05-16,7,pothole,Closed,29
SR-100919,2023-12-11,4,Illegal Dumping,Resolved,2
SR-101647,2023-05-28,5,Pothole,In Progress,7
SR-102372,2023-06-19,6,Pothole,Closed,10
SR-100286,2023-09-18,2,Noise Complaint,closed,23
SR-100168,2023-06-15,1,Streetlight Out,Open,5
SR-102558,2023-04-17,7,Illegal Dumping,In Progress,7
SR-101044,2023-12-26,4,Noise Complaint,In Progress,1
SR-101634,2023-12-10,5,POTHOLE,Open,30
SR-103132,2023-10-27,8,Illegal Dumping,closed,548
SR-102122,2023-10-24,6,Illegal Dumping,In Progress,2
SR-102156,2023-11-08,6,Streetlight Out,Open,3
SR-101761,2023-10-08,6,POTHOLE,Closed,19
SR-100403,2023-02-12,2,Pothole,Open,23
SR-101278,2023-04-21,5,Illegal Dumping,In Progress,326
SR-102440,2023-01-01,7,Trash Collection,Closed,6
SR-100299,2023-07-19,2,Streetlight Out,Resolved,23
SR-102183,2023-01-25,6,Streetlight Out,Resolved,4
SR-100439,2023-08-05,2,Noise Complaint,Closed,29
SR-103074,2023-09-06,7,Trash Collection,Resolved,17
SR-102314,2023-09-24,6,Illegal Dumping,Closed,4
SR-103359,2023-06-14,8,Trash Collection,closed,8
SR-101391,2023-04-10,,Illegal Dumping,closed,26
SR-102763,2023-11-07,7,pothole,Open,7
SR-102241,2023-04-02,6,Noise Complaint,Open,13
SR-102408,2023-05-20,7,Noise Complaint,Closed,1
SR-100771,2023-03-24,3,Noise Complaint,In Progress,28
SR-102021,,6,Streetlight Out,closed,3
SR-101136,2023-07-22,4,pothole,Open,4
SR-102180,2023-05-21,6,Rodent Inspection,Resolved,29
SR-101510,2023-05-20,5,Illegal Dumping,closed,26
SR-100145,2023-07-26,1,Streetlight Out,Open,17
SR-100025,2023-02-19,1,Streetlight Out,Resolved,27
SR-101226,2023-02-15,4,POTHOLE,In Progress,12
SR-100571,2023-08-12,3,Noise Complaint,In Progress,17
SR-101026,2023-04-11,4,Pothole,Resolved,20
SR-100355,2023-12-24,2,Rodent Inspection,Closed,21
SR-100984,2023-12-23,4,Illegal Dumping,Closed,4
SR-100264,2023-04-06,2,Rodent Inspection,In Progress,13
SR-103164,2023-01-24,8,Noise Complaint,Resolved,1
SR-101492,2023-08-20,5,Rodent Inspection,Open,7
SR-100544,2023-03-09,3,Noise Complaint,Open,7
SR-101653,2023-01-15,5,Illegal Dumping,Open,8
SR-102596,2023-12-26,7,POTHOLE,closed,25
SR-102711,2023-03-07,7,POTHOLE,Resolved,26
SR-101107,2023-06-18,4,Noise Complaint,Open,12
SR-102017,2023-11-06,6,Noise Complaint,Resolved,17
SR-101887,2023-05-10,6,Streetlight Out,In Progress,22
SR-100716,,3,Illegal Dumping,Resolved,28
SR-102820,N/A,7,Pothole,closed,4
SR-100294,2023-04-16,2,Pothole,closed,17
SR-103197,2023-04-03,8,Trash Collection,Open,24
SR-101466,2023-09-15,5,Streetlight Out,Closed,28
SR-101156,2023-06-07,4,Illegal Dumping,In Progress,2
SR-101899,2023-02-02,6,Noise Complaint,Closed,13
SR-103376,2023-07-07,8,Illegal Dumping,closed,8
SR-101828,,6,Trash Collection,In Progress,27
SR-100721,2023-12-06,3,Illegal Dumping,Open,20
SR-100587,2023-03-27,3,Pothole,In Progress,20
SR-102571,2023-01-12,7,Rodent Inspection,Resolved,18
SR-103097,2023-01-19,7,Illegal Dumping,In Progress,24
SR-101658,2023-12-15,5,Trash Collection,closed,7
SR-102250,2023-09-27,6,Pothole,closed,30
SR-103326,2023-08-26,8,pothole,In Progress,6
SR-100364,0000-00-00,2,POTHOLE,Open,29
SR-101149,2023-01-15,4,Illegal Dumping,closed,28
SR-103047,2023-05-12,7,Pothole,In Progress,11
SR-102301,2023-01-18,6,Rodent Inspection,In Progress,29
SR-102231,2023-02-03,6,Streetlight Out,Closed,7
SR-101850,2023-07-21,6,POTHOLE,Closed,15
SR-101140,2023-09-16,4,Trash Collection,In Progress,12
SR-100606,,3,Rodent Inspection,closed,8
SR-101661,2023-09-15,5,Streetlight Out,Closed,3
SR-102380,2023-02-01,6,Illegal Dumping,Open,14
SR-100212,2023-07-06,2,Streetlight Out,closed,21
SR-101551,2023-04-14,5,Pothole,Open,28
SR-103323,2023-08-08,8,pothole,Resolved,4
SR-102253,2023-05-07,6,POTHOLE,Open,24
SR-102893,2023-05-21,7,Noise Complaint,Open,11
SR-101714,2023-05-21,5,Streetlight Out,In Progress,28
SR-100958,2023-06-01,4,pothole,In Progress,10
SR-101933,2023-04-19,6,Pothole,closed,23
SR-101740,2023-02-08,5,Streetlight Out,closed,472
SR-100329,2023-07-13,2,Noise Complaint,Closed,2
SR-103079,2023-03-22,,Rodent Inspection,Resolved,15
SR-101513,2023-05-24,5,Trash Collection,closed,26
SR-102691,2023-04-19,7,Streetlight Out,Resolved,15
SR-101948,2023-05-25,6,Streetlight Out,Resolved,2
SR-103155,2023-11-17,8,Noise Complaint,In Progress,13
SR-103351,2023-10-26,8,Pothole,closed,21
SR-100119,2023-02-19,1,Rodent Inspection,Closed,1
SR-100667,2023-08-09,3,Trash Collection,closed,2
SR-100612,2023-04-20,3,Noise Complaint,Closed,24
SR-102737,2023-06-21,7,pothole,In Progress,27
SR-102759,2023-10-19,7,Illegal Dumping,closed,425
SR-102052,2023-03-25,6,Streetlight Out,Open,5
SR-103075,2023-01-27,7,Pothole,Resolved,5
SR-102986,2023-10-24,7,Illegal Dumping,Open,13
SR-101285,2023-05-12,5,Trash Collection,Closed,25
SR-100577,,3,Trash Collection,Resolved,16
SR-100652,2023-11-12,3,Noise Complaint,In Progress,29
SR-100785,2023-02-01,3,pothole,In Progress,29
SR-101272,2023-03-07,5,Pothole,In Progress,7
SR-102817,2023-05-12,,Trash Collection,closed,20
SR-100891,2023-11-26,3,Noise Complaint,In Progress,15
SR-100441,2023-07-27,2,Streetlight Out,Resolved,23
SR-100880,2023-12-18,3,pothole,Closed,10
SR-103072,2023-03-25,7,Trash Collection,Open,13
SR-103151,2023-07-12,8,POTHOLE,Closed,22
SR-101051,2023-08-24,4,Rodent Inspection,In Progress,9
SR-102963,2023-11-13,7,Rodent Inspection,Resolved,24
SR-102783,2023-08-15,7,pothole,Closed,1
SR-100972,2023-06-15,4,Streetlight Out,Closed,547
SR-102973,2023-03-17,7,Streetlight Out,Resolved,9
SR-102320,2023-11-07,6,POTHOLE,closed,30
SR-101088,N/A,4,Noise Complaint,Resolved,4
SR-101725,2023-05-11,5,Illegal Dumping,closed,6
SR-103308,2023-01-16,8,Illegal Dumping,Resolved,2
SR-101251,2023-06-23,4,Illegal Dumping,Open,24
SR-100338,2023-08-05,2,Rodent Inspection,In Progress,9
SR-101685,2023-02-26,5,Illegal Dumping,Closed,18
SR-100043,2023-04-03,,pothole,closed,1
SR-103014,2023-11-10,7,Noise Complaint,In Progress,30
SR-102490,2023-07-21,7,Streetlight Out,Closed,10
SR-101591,2023-07-13,5,Trash Collection,Closed,12
SR-101873,2023-09-21,6,pothole,Open,19
SR-102597,2023-10-06,7,Trash Collection,Resolved,26
SR-100589,2023-09-15,3,Trash Collection,closed,30
SR-100850,2023-08-26,3,Noise Complaint,Open,29
SR-101852,2023-12-09,6,pothole,In Progress,27
SR-103029,2023-12-08,7,Streetlight Out,In Progress,3
SR-100209,2023-01-05,2,Rodent Inspection,Closed,3
SR-103224,2023-03-15,8,Noise Complaint,Open,25
SR-101022,2023-07-18,4,Pothole,Open,794
SR-101684,2023-06-05,5,Streetlight Out,Resolved,1
SR-100783,2023-05-18,3,Trash Collection,Open,1
SR-102497,2023-12-15,7,Trash Collection,In Progress,22
SR-101930,2023-05-01,6,POTHOLE,Open,6
SR-101959,2023-09-27,6,Trash Collection,Closed,9
SR-103122,2023-12-27,8,Rodent Inspection,closed,22
SR-100468,2023-08-07,2,Rodent Inspection,In Progress,9
SR-102806,2023-02-27,7,Pothole,Open,20
SR-101367,2023-09-08,5,Rodent Inspection,In Progress,1
SR-102704,2023-02-06,7,Rodent Inspection,Closed,15
SR-100117,N/A,1,Illegal Dumping,In Progress,19
SR-101757,2023-11-03,5,POTHOLE,Closed,4
SR-101954,2023-11-04,6,Illegal Dumping,Open,23
SR-100154,2023-06-20,1,Illegal Dumping,closed,1
SR-101605,2023-04-09,5,Pothole,Open,27
SR-100862,2023-07-23,3,Illegal Dumping,Closed,9
SR-100192,2023-01-16,2,Illegal Dumping,Closed,17
SR-102238,2023-08-26,6,Illegal Dumping,In Progress,28
SR-103336,2023-08-17,8,Pothole,Resolved,19
SR-101898,2023-02-27,6,Streetlight Out,Resolved,9
SR-101186,2023-02-18,4,Streetlight Out,closed,2
SR-102097,2023-04-23,6,Noise Complaint,In Progress,27
SR-101811,2023-10-16,6,Pothole,Open,11
SR-101681,2023-12-10,5,Illegal Dumping,In Progress,8
SR-100902,2023-03-07,4,Streetlight Out,Open,14
SR-101212,2023-06-06,4,Noise Complaint,Resolved,28
SR-100096,2023-07-18,1,pothole,Resolved,21
SR-100945,2023-12-21,4,pothole,Open,25
SR-103269,2023-08-10,8,Noise Complaint,Resolved,2
SR-102215,2023-03-12,6,Illegal Dumping,Resolved,20
SR-102782,2023-10-14,7,Trash Collection,Open,29
SR-100782,2023-11-17,3,Streetlight Out,Open,29
SR-103356,2023-05-12,8,Pothole,Resolved,23
SR-101719,2023-01-22,5,POTHOLE,closed,9
SR-100843,2023-10-01,3,Streetlight Out,closed,27
SR-100936,2023-07-26,4,Rodent Inspection,Open,2
SR-101113,2023-11-20,4,pothole,Closed,4
SR-101893,2023-12-27,6,Trash Collection,Open,28
SR-101013,2023-03-24,4,Noise Complaint,closed,9
SR-101195,2023-11-01,4,Trash Collection,Resolved,25
SR-100431,2023-01-14,2,Streetlight Out,Resolved,29
SR-101203,2023-09-25,4,POTHOLE,Open,14
SR-100888,2023-12-04,3,Pothole,Closed,21
SR-102926,2023-01-28,7,Illegal Dumping,Resolved,16
SR-100648,2023-01-22,3,Pothole,closed,29
SR-101119,N/A,4,pothole,In Progress,3
SR-102836,2023-10-17,7,Trash Collection,Resolved,26
SR-103330,2023-08-12,8,Trash Collection,Open,17
SR-102677,2023-01-14,7,Pothole,closed,6
SR-103057,2023-11-23,7,Noise Complaint,In Progress,4
SR-100770,2023-12-18,3,Pothole,Resolved,10
SR-100792,2023-06-12,3,Illegal Dumping,closed,30
SR-102013,2023-11-16,6,pothole,Closed,675
SR-101540,2023-05-18,5,POTHOLE,Open,3
SR-100562,2023-11-01,3,Illegal Dumping,Closed,29
SR-102016,2023-06-23,6,Illegal Dumping,Resolved,27
SR-101663,,,Streetlight Out,Resolved,23
SR-100156,2023-02-20,1,POTHOLE,Open,10
SR-103205,2023-05-23,8,Noise Complaint,Open,25
SR-103263,2023-07-03,8,pothole,closed,13
SR-100542,2023-07-16,3,Streetlight Out,Open,20
SR-102983,2023-07-24,7,Noise Complaint,Closed,22
SR-101670,2023-01-10,5,Streetlight Out,In Progress,22
SR-102697,2023-01-19,7,Rodent Inspection,Closed,24
SR-100198,2023-09-05,2,Rodent Inspection,closed,12
SR-100258,2023-06-09,,Rodent Inspection,Resolved,23
SR-100046,2023-09-07,1,Streetlight Out,closed,411
SR-101154,2023-11-02,4,Trash Collection,closed,14
SR-102658,2023-10-02,7,Streetlight Out,Open,11
SR-103363,2023-08-09,8,Noise Complaint,closed,29
SR-103167,2023-11-07,8,Illegal Dumping,Closed,22
SR-101939,2023-04-07,6,Noise Complaint,Closed,29
SR-102577,2023-03-14,7,Illegal Dumping,In Progress,16
SR-101243,2023-12-25,4,pothole,In Progress,11
SR-101855,2023-02-11,6,Pothole,closed,20
SR-101994,2023-09-17,6,Streetlight Out,Open,4
SR-101815,2023-10-02,6,Noise Complaint,Open,8
SR-100469,2023-07-05,2,Illegal Dumping,closed,24
SR-102629,2023-11-09,7,Illegal Dumping,In Progress,1
SR-102019,2023-02-10,6,pothole,Closed,11
SR-101127,2023-01-07,4,Pothole,Open,4
SR-102277,2023-02-09,6,Streetlight Out,Resolved,21
SR-101474,2023-01-07,5,Noise Complaint,closed,24
SR-102621,2023-03-03,7,Illegal Dumping,In Progress,20
SR-101265,2023-05-21,5,Rodent Inspection,closed,2
SR-101030,2023-05-14,4,Noise Complaint,closed,16
SR-101973,2023-04-03,6,POTHOLE,closed,29
SR-103127,2023-10-27,8,Illegal Dumping,closed,8
SR-103366,2023-07-01,8,Streetlight Out,In Progress,29
SR-102730,2023-12-28,7,Streetlight Out,In Progress,7
SR-101687,2023-09-11,5,Illegal Dumping,Closed,14
SR-100332,2023-01-26,2,Streetlight Out,Open,22
SR-100675,2023-04-26,3,Illegal Dumping,Closed,23
SR-103328,2023-02-02,8,Pothole,closed,13
SR-101346,2023-11-23,5,Streetlight Out,Closed,20
SR-103121,2023-10-16,8,Streetlight Out,In Progress,24
SR-103355,2023-01-05,8,Noise Complaint,Closed,29
SR-100322,2023-01-27,2,pothole,Closed,3
SR-102949,2023-11-18,7,Illegal Dumping,Closed,21
SR-103338,2023-09-13,8,Noise Complaint,Open,28
SR-101059,2023-10-09,4,Streetlight Out,In Progress,19
SR-101170,2023-08-27,4,Streetlight Out,closed,30
SR-100020,2023-01-16,1,Rodent Inspection,Closed,21
SR-100240,N/A,2,Streetlight Out,closed,15
SR-101929,2023-05-13,6,Illegal Dumping,Open,27
SR-100302,2023-09-24,2,Trash Collection,Closed,1
SR-101036,2023-04-02,4,Illegal Dumping,Resolved,16
SR-101792,2023-02-16,6,Rodent Inspection,Resolved,25
SR-101581,2023-03-16,5,Pothole,Open,11
SR-100498,2023-06-21,3,Trash Collection,Resolved,4
SR-101604,2023-06-07,5,Streetlight Out,closed,11
SR-101776,2023-12-05,6,Noise Complaint,Open,20
SR-101209,2023-08-18,,Illegal Dumping,Resolved,18
SR-101330,2023-07-20,5,POTHOLE,In Progress,10
SR-101102,2023-09-16,4,Illegal Dumping,closed,19
SR-100495,2023-04-10,3,Illegal Dumping,In Progress,29
SR-100484,2023-03-06,3,Streetlight Out,Closed,7
SR-100465,2023-08-25,2,Noise Complaint,Resolved,30
SR-102964,2023-01-20,7,Noise Complaint,closed,27
SR-102517,2023-03-02,7,Streetlight Out,Resolved,12
SR-103372,2023-01-21,8,Streetlight Out,Closed,2
SR-103326,2023-08-26,8,pothole,In Progress,6
SR-100446,2023-05-02,2,Rodent Inspection,Resolved,3
SR-101358,2023-09-10,,Illegal Dumping,Closed,1
SR-100362,2023-10-15,2,Noise Complaint,Open,30
SR-101182,2023-12-02,4,Rodent Inspection,Closed,9
SR-102305,2023-02-27,6,Trash Collection,Open,21
SR-102793,2023-06-11,7,Trash Collection,Closed,7
SR-101622,2023-04-20,5,Noise Complaint,Closed,3
SR-102186,2023-09-24,6,pothole,Open,15
SR-102684,2023-11-01,7,Noise Complaint,Closed,332
SR-100632,2023-08-09,3,Trash Collection,Open,17
SR-100234,2023-01-24,2,Streetlight Out,Resolved,14
SR-102079,2023-09-09,6,Illegal Dumping,Closed,3
SR-100894,2023-03-10,3,Illegal Dumping,In Progress,7
SR-100233,2023-11-26,2,Trash Collection,closed,1
SR-100774,2023-05-18,3,Pothole,Resolved,2
SR-101490,2023-02-18,5,Streetlight Out,Resolved,5
SR-101067,2023-12-02,4,Trash Collection,Closed,624
SR-103309,2023-08-03,8,Rodent Inspection,closed,26
SR-102460,2023-06-15,7,pothole,Closed,7
SR-101635,2023-01-16,5,Trash Collection,Closed,11
